Unnamed: 0,interpret_hlavni,track,youtube,delka
154613,R3Hab,Am I the Only One,https://www.youtube.com/watch?v=g6BGLhcI8S4,161.239
154637,Ava Max,My Head & My Heart,https://www.youtube.com/watch?v=pdmJnThcBoE,174.869
155588,Kid Laroi,WITHOUT YOU,https://www.youtube.com/watch?v=SJOKlqJho8U,182.114
155595,Imanbek,Goodbye,https://www.youtube.com/watch?v=N5Yeo43CrKU,155.387
155597,Xindl X,SebeLoveSong,https://www.youtube.com/watch?v=XbfmqqQdEnU,240.372
155602,Alesso,THE END,https://www.youtube.com/watch?v=fxb4P5O8Yjo,206.425
155607,Anne-Marie,Don’t Play,https://www.youtube.com/watch?v=qjQjxpnwVZw,198.693
155612,Paulie Garand,Reason (feat. Milan André),https://www.youtube.com/watch?v=zzNy9a9gCvY,206.727
155614,Jason Derulo,Lifestyle (feat. Adam Levine),https://www.youtube.com/watch?v=gTOYhxubOmk,156.548
155618,Lenka Filipová,Samotní nejsme nic,https://www.youtube.com/watch?v=7vNELpm1DKM,178.422
155620,Miley Cyrus,Prisoner (feat. Dua Lipa),https://www.youtube.com/watch?v=0ir1qkPXPVM,194.095
155621,Matt Simons,Better Tomorrow,https://www.youtube.com/watch?v=cq0-jIOxz4I,186.316
155624,Kid Laroi,So Done,https://www.youtube.com/watch?v=yasj3j76SyM,148.143
155625,Voxel,My 2 jsme se našli,https://www.youtube.com/watch?v=WZHd-gp2cV8,230.132
155632,Public,Splash,https://www.youtube.com/watch?v=w32WUW7l0RI,182.694
155633,Ofenbach,Wasted Love (feat. Lagique),https://www.youtube.com/watch?v=XzLGcLw3cHc,153.298
155641,Gwen Stefani,Let Me Reintroduce Myself,https://www.youtube.com/watch?v=vZvkyfwD8mI,220.961
155648,Alle Farben,Lemon Tree,https://www.youtube.com/watch?v=QzmbR-oQA70,201.224
156253,O5,BRA3,https://www.youtube.com/watch?v=xhV6HGrk8sg,191.889
156265,Atb,Your Love (9PM),https://www.youtube.com/watch?v=9hbu9toStfc,204.614
156289,Griff,Black Hole,https://www.youtube.com/watch?v=B2SK_jb68dk,200.62
156304,Tones And I,Fly Away,https://www.youtube.com/watch?v=R0vu5QfsD5E,184.087
156306,Fiedlerski,black hole,https://www.youtube.com/watch?v=zu7m9oJYndQ,151.904
156307,Bow Anderson,New Wave,https://www.youtube.com/watch?v=ppuPyvf9vmw,206.425
156319,Coldplay,Flags,https://www.youtube.com/watch?v=f5hBQtDrxYs,216.526
156324,Kateřina Marie Tichá,Divoká,https://www.youtube.com/watch?v=gCCHh-MGm5s,219.892
156327,Zara Larsson,Talk About Love,https://www.youtube.com/watch?v=H50LW6zGr54,207.191
156328,Marek Ztracený,Vítr do plachet (film Gump),https://www.youtube.com/watch?v=U3Kc9YBpjYI,194.049
156329,Master Kg,Jerusalema,https://www.youtube.com/watch?v=fCZVL_8D048,254.374
156332,Deaf Heart,Red,https://www.youtube.com/watch?v=ep3VVyj6KCo,213.461
156334,Daniell,AIM,https://www.youtube.com/watch?v=eKEv1YIqXMA,176.053
156337,Dagny,Moment,https://www.youtube.com/watch?v=Xnk3QahliFM,166.113
156344,Mike Shinoda,Happy Endings,https://www.youtube.com/watch?v=1VYZFJR7zgw,213.646
156348,Seeb,Run It Up (feat. Marty James),https://www.youtube.com/watch?v=rPlqSiRQAss,159.056
156755,Imagine Dragons,Follow You,https://www.youtube.com/watch?v=k3zimSRKqNw,270.419
156767,Sheppard,Learning to Fly,https://www.youtube.com/watch?v=_9WmXja_tbg,194.954
156787,Slza,Bouře,https://www.youtube.com/watch?v=QyymyY01Hck,171.549
156789,Jonas Blue,Something Stupid,https://www.youtube.com/watch?v=Pnyrdre5xkE,177.771
156793,Joel Corry,BED,https://www.youtube.com/watch?v=mD2a9YzKV3w,189.103
156800,Post Malone,Only Wanna Be With You (Pokémon 25 Version),https://www.youtube.com/watch?v=gBGoDmLMe3U,244.691
156802,Jelen,Ještě jednu noc,https://www.youtube.com/watch?v=DtW01mBYGzo,167.508
156805,Zak Abel,Be Kind,https://www.youtube.com/watch?v=iQ3wk3qaKDc,182.23
156807,Nathan Evans,Wellerman,https://www.youtube.com/watch?v=SLiNQhQr4G4,155.62
156808,Alvaro Soler,Magia,https://www.youtube.com/watch?v=Irwea_BVBhI,190.403
156811,Bebe Rexha,Sacrifice,https://www.youtube.com/watch?v=vTAOh1ARBOI,169.784
156812,Normandie,Hostage,https://www.youtube.com/watch?v=AfezqkMiDYw,203.847
156813,Nick Jonas,This Is Heaven,https://www.youtube.com/watch?v=S5VyzrxEHaY,238.84
156816,Annabelle,Medicine,https://www.youtube.com/watch?v=NCxGX7w54mo,155.341
156820,Masked Wolf,Astronaut In the Ocean,https://www.youtube.com/watch?v=MEg-oqI9qmw,152.253
156822,Leony,Faded Love,https://www.youtube.com/watch?v=CE7ymQByeH0,157.988
156826,Escape The Fate,Unbreakable,https://www.youtube.com/watch?v=28APxoEX4rI,182.532
156833,Sandro Cavazza,Love To Lose,https://www.youtube.com/watch?v=1l143JvZctU,190.589
156835,David Guetta,Kill Me Slow (feat. MORTEN),https://www.youtube.com/watch?v=3c2nTiN152I,208.19
156836,Avener,Run Away With Me (feat. Manu Lanvin),https://www.youtube.com/watch?v=QFgpAb6lYjg,232.93
156839,Michael Schulte,Stay,https://www.youtube.com/watch?v=otTqwT1wNv8,174.149
156841,Shawn Mendes,Monster (feat. Justin Bieber),https://www.youtube.com/watch?v=MPbUaIZAaeA,183.437
156844,Wildvibes,Who I Am,https://www.youtube.com/watch?v=BGuZdF4WaXY,174.846
156846,Karin Ann,babyboy,https://www.youtube.com/watch?v=tK2EPeyDHXI,186.967
156848,L.L.A.M.A,Shake,https://www.youtube.com/watch?v=MpJVv8JpXQQ,165.418
157284,Dua Lipa,We're Good,https://www.youtube.com/watch?v=jr47YisIsz8,191.703
157287,Tom Grennan,Little Bit of Love,https://www.youtube.com/watch?v=SsdkvYdSzlg,226.301
157290,Surf Mesa,Carried Away,https://www.youtube.com/watch?v=b9U3OBVRJhQ,181.44
157291,Lipo,Jednou jsem slíbil (feat. Kryštof),https://www.youtube.com/watch?v=ICR3yj7YADk,220.264
157293,Twenty One Pilots,Shy Away,https://www.youtube.com/watch?v=3sO-Y1Zbft4,179.049
157309,Majestic,Rasputin (2021 Remix),https://www.youtube.com/watch?v=b8XADglx9z4,186.2
157310,Miley Cyrus,Angels Like You,https://www.youtube.com/playlist?list=OLAK5uy_nKm8aKNeEbp9U0pQ61S95ndQ3O17SUBLo,
157314,Justin Bieber,Hold On,https://www.youtube.com/watch?v=LWeiydKl0mU,308.36
157316,Yungblud,acting like that (feat. Machine Gun Kelly),https://www.youtube.com/watch?v=anl9udH6Jbg,
157318,Regard,You,https://www.youtube.com/watch?v=FeMHT3WDfvo,229.854
157325,Doja Cat,Kiss Me More (feat. SZA),https://www.youtube.com/watch?v=Ab6E2BsuLJ0,209.002
157330,Václav Rouček,never (feat: Hammacci),https://www.youtube.com/watch?v=usaML0zvgAQ,210.14
157338,Twocolors,Bloodstream,https://www.youtube.com/watch?v=b97zxBX7ksw,209.211
157342,Remme,something real,https://www.youtube.com/watch?v=MDNOL17o5-w,192.632
157345,Coldplay,Higher Power,https://www.youtube.com/watch?v=gXgf5smLEgQ,227.462
157786,Riton,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],https://www.youtube.com/watch?v=-BkcictxDCA,168.135
157789,Matej Smutný,Fairytale,https://www.youtube.com/watch?v=1-h7U7oGJ24,213.368
157799,Ewa Farna,Tělo,https://www.youtube.com/watch?v=EHICGC9zwLQ,229.343
157808,Jodie Harsh,My House,https://www.youtube.com/watch?v=W64DygsN3NI,175.449
157809,Banners,If I Didn't Have You,https://www.youtube.com/watch?v=MrOV8HyEiJQ,223.468
157816,Clean Bandit,Higher,https://www.youtube.com/watch?v=Rqsfa5At214,213.855
157817,Onerepublic,Run,https://www.youtube.com/watch?v=TKkcsmvYTw4,173.035
157826,Dean Lewis,Falling Up,https://www.youtube.com/watch?v=43e74d1Xg6k,210.512
157827,Lost Frequencies,Rise,https://www.youtube.com/watch?v=ORoAb5NPi8I,193.259
157828,Years,Starstruck,https://www.youtube.com/watch?v=YGfaYTIYh40,216.131
157833,Gromee,Cool Me Down,https://www.youtube.com/watch?v=_02LtQNHaRk,164.304
157835,Klára Vytisková,Change (feat. Erika Stárková),https://www.youtube.com/watch?v=3Vo7kJCLpzk,208.445
157837,Sia,Floating Through Space,https://www.youtube.com/watch?v=7Xfwu8NH1iI,177.841
157840,Shy Martin,Feelings,https://www.youtube.com/watch?v=DoKh3RSTqQk,177.121
157843,Martin Garrix,We Are the People (feat. Bono & The Edge),https://www.youtube.com/watch?v=kGT73GcwhCU,220.171
157844,The Carsleepers,Tuesday,https://www.youtube.com/watch?v=RetO4jowSzs,196.022
157845,Chvrches,He Said She Said,https://www.youtube.com/watch?v=fyyiJc0Wk2M,183.437
157848,Fiedlerski,growing up (feat. remme & Alicja),https://www.youtube.com/watch?v=qeAoUSWb6Ik,147.911
158356,Marek Ztracený,Moje milá,https://www.youtube.com/watch?v=kuZ7dH4kJEI,238.886
158359,Kryštof,Halywůd,https://www.youtube.com/watch?v=z-nFyYg08RU,259.088
158364,Mirai,Volám,https://www.youtube.com/watch?v=53RCxdtppnw,204.196
158372,Ed Sheeran,Bad Habits,https://www.youtube.com/watch?v=orJSJGHjBLI,240.999
158378,P!Nk,Cover Me In Sunshine,https://www.youtube.com/watch?v=vGZhMIXH62M,156.525
158390,Katy Perry,Electric,https://www.youtube.com/watch?v=ojpTpT5i-PI,201.409
158406,Anne-Marie,Our Song,https://www.youtube.com/watch?v=2Z8L4Qed8F8,185.898
158409,A7S,Nirvana,https://www.youtube.com/watch?v=TmImXpWbaGc,157.988
158413,Super-Hi,Following the Sun,https://www.youtube.com/watch?v=uZsY4S4ckMU,205.937
158414,"Kris Kross Amsterdam, Shaggy",Early In The Morning,https://www.youtube.com/watch?v=GlJ-fMjqhwk,185.55
158415,Karin Ann,sociophatic,https://www.youtube.com/watch?v=rKTv6wM936U,194.977
158416,Lenny,OVERDOSED,https://www.youtube.com/watch?v=JGu3SKRx6S0,171.363
158418,Maroon 5,Lost,https://www.youtube.com/watch?v=U05fwua9-D4,187.663
158423,Julia Michaels,All Your Exes,https://www.youtube.com/watch?v=REKWd0u7YgU,216.084
158426,Lil Nas X,MONTERO (Call Me By Your Name),https://www.youtube.com/watch?v=6swmTBVI83k,189.869
158427,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),https://www.youtube.com/watch?v=BSzSn-PRdtI,228.948
158428,"Gigi D'Agostino, Vize",Never Be Lonely,https://www.youtube.com/watch?v=nEbFzF8WKJI,168.066
158429,Digital Farm Animals,Last Night (feat. HARLEE),https://www.youtube.com/watch?v=rFDMRgVvd2c,151.486
158431,Wolfhooker John,Tidal Wave,https://www.youtube.com/watch?v=uck-8hyN5e8,201.734
158433,Anika Iris,Alive,https://www.youtube.com/watch?v=uSb3njdQaXA,236.332
158435,Glass Animals,Heat Waves,https://www.youtube.com/watch?v=mRD0-GxqHVo,235.171
158445,Xindl X,"Má chata, můj hrad",https://www.youtube.com/watch?v=k4_zNY9Hw4M,245.109
158449,Justin Wellington,Iko Iko (My Bestie) [feat. Small Jam],https://www.youtube.com/watch?v=TzwqnlYMqIg,180.813
158874,Minelli,Rampampam,https://www.youtube.com/watch?v=XqgYj8atJqo,200.248
158895,Kid Laroi,Stay,https://www.youtube.com/watch?v=kTJczUoc26U,157.709
158899,Becky Hill,Remember,https://www.youtube.com/watch?v=NhCxrUEW3PM,159.985
158900,Imagine Dragons,Wrecked,https://www.youtube.com/watch?v=4mJayYlfcWo,242.462
158901,Robin Mood,Jsme jaký jsme,https://www.youtube.com/watch?v=MQzntFGGQ4A,187.779
158913,Masked Wolf,Say So,https://www.youtube.com/watch?v=kyBnR_fgW9o,133.421
158914,Sigala,You for Me,https://www.youtube.com/watch?v=m9BNFMo-RFY,175.728
158919,Blackbear,u love u,https://www.youtube.com/watch?v=TfK7R1AZDHM,189.172
158923,Bastille,Distorted Light Beam,https://www.youtube.com/watch?v=08AUS7lfXCU,182.508
158925,Alvaro Soler,Manana (feat. Cali y El Dandee),https://www.youtube.com/watch?v=gYVBv6vlVl0,216.177
158928,Jennifer Lopez,Cambia el Paso,https://www.youtube.com/watch?v=SPtywMQMymI,253.933
158929,James Harries,Slow Mover,https://www.youtube.com/watch?v=RiwsPdw0iF4,174.01
158933,X Ambassadors,My Own Monster,https://www.youtube.com/watch?v=0iyrcUpj2uk,185.806
158937,Robin Schulz,One More Time (feat. Alida),https://www.youtube.com/watch?v=9tBIMMPy-EA,213.089
158939,Medjmedj Sofian,Zpověď,https://www.youtube.com/watch?v=241LWvulktM,238.468
158941,Andy Cermak,Inside Outside,https://www.youtube.com/watch?v=qzCIBKvr33c,346.139
158944,Bella Poarch,Build a Bitch,https://www.youtube.com/watch?v=FLGCGc7sAUw,169.946
158946,Jakub Ondra,Pitstop,https://www.youtube.com/watch?v=HEXyRMGN-EU,157.802
159466,David Stypka,Farmářům,https://www.youtube.com/watch?v=t63dgy-KawE,197.931
159473,Ava Max,EveryTime I Cry,https://www.youtube.com/watch?v=CFMz9DOhaJ8,181.742
159483,Lucie Bílá,Dobrý kafe,https://www.youtube.com/watch?v=2P8zzlyPn9o,222.795
159493,Marshmello,Leave Before You Love Me,https://www.youtube.com/watch?v=hmUyEDG7Jy0,164.954
159498,The Weeknd,Take My Breath,https://www.youtube.com/watch?v=rhTl_OyehF8,224.583
159499,Olivia Rodrigo,good 4 u,https://www.youtube.com/watch?v=o6Tf-xcVB_o,178.979
159505,"David Guetta, Mista Jam",If You Really Love Me (How Will I Know),https://www.youtube.com/watch?v=2aJfC8JR2No,195.697
159513,Robin Schulz,Somewhere Over the Rainbow/What a Wonderful World,https://www.youtube.com/watch?v=Puz2OPkpkeY,211.974
159514,Joy Vance,Missing Piece,https://www.youtube.com/watch?v=atka_0TUTLM,219.567
159517,No Name,Elity,https://www.youtube.com/watch?v=zP1o18ElSFg,175.449
159523,Nessa Barrett,la di die,https://www.youtube.com/watch?v=HUv9usu4HRA,
159525,Hugel,Back to Life,https://www.youtube.com/watch?v=32ZM18lEAoQ,137.253
159526,Nathan Evans,Told You So,https://www.youtube.com/watch?v=5R9nMSzQArw,139.737
159527,Jack Savoretti,Who's Hurting Who,https://www.youtube.com/watch?v=M-ON8nRIbFY,193.097
159528,Annabelle,CHARM,https://www.youtube.com/watch?v=sg7gSgc3Zxc,191.564
159539,Atmo Music,Dneska neměl jsem se dobře,https://www.youtube.com/watch?v=vO8FDgpwwOI,157.152
159542,Shakira,Don't Wait Up,https://www.youtube.com/watch?v=mr7ZfX1E55g,209.583
159544,Shawn Mendes,Summer Of Love,https://www.youtube.com/watch?v=v9lZ2MEx8oU,180.837
159548,Southpaw,Head in the Clouds,https://www.youtube.com/watch?v=mC-3wtAFSmE,223.747
159972,Ed Sheeran,Shivers,https://www.youtube.com/watch?v=Il0S8BoucSA,237.841
159986,Tiësto,Don't Be Shy,https://www.youtube.com/watch?v=taSubkjZUA4,187.129
159988,Lost Frequencies,Where Are You Now,https://www.youtube.com/watch?v=PoP2Sa7wYNQ,173.336
159998,Dermot Kennedy,Better Days,https://www.youtube.com/watch?v=3gqbE9jDI1g,196.998
160001,Adele,Easy On Me,https://www.youtube.com/watch?v=U3ASj1L6_sY,331.673
160002,Shouse,Love Tonight,https://www.youtube.com/watch?v=V0woPCb5xk8,238.91
160007,Pascal Letoublon,Friendships,https://www.youtube.com/watch?v=9lYVzTpiM6Q,
160009,Yungblud,fleabag,https://www.youtube.com/watch?v=qf4ml-TfS8Q,179.861
160011,Nico Santos,Would I Lie To You,https://www.youtube.com/watch?v=T6X3JcGwH9E,252.4
160016,Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),https://www.youtube.com/watch?v=zqyEwjFid0c,162.655
160020,Lil Huddy,Don't Freak Out,https://www.youtube.com/watch?v=8HQ7DJloJQE,161.889
160023,Pam Rabbit,We're All Gonna Fly (feat. Ben Cristovao),https://www.youtube.com/watch?v=_vkos_-TJNw,181.463
160029,R3Hab,Runaway,https://www.youtube.com/watch?v=pksTz4IBRVs,184.227
160030,Kat Von D,Fear You,https://www.youtube.com/watch?v=jFyWu_a2WQc,474.36
160038,Blackbear,@ my worst,https://www.youtube.com/watch?v=xIOjqTRYZwg,201.386
160040,Felix Jaehn,I Got A Feeling (feat. Georgia Ku),https://www.youtube.com/watch?v=o5iAB8x25zY,144.567
160041,Coldplay,My Universe,https://www.youtube.com/watch?v=3YqPKLZF_WU,282.215
160043,Enrique Iglesias,ME PASE (feat. Farruko),https://www.youtube.com/watch?v=JE9urbO7bNU,201.804
160046,Halsey,"I am not a woman, I'm a god",https://www.youtube.com/watch?v=7Azv0G85lh8,173.22
160047,Martin Garrix,Love Runs Out,https://www.youtube.com/watch?v=gcCZKHi43AU,164.234
160502,Michael Schulte,Here Goes Nothing,https://www.youtube.com/watch?v=23QteCMwhoA,194.861
160512,Tomáš Klus,Tajemství,https://www.youtube.com/watch?v=SKxlfJLGIf8,207.33
160513,Becky Hill,My Heart Goes (La Di Da),https://www.youtube.com/watch?v=AE0mg-WbJEg,150.372
160517,Charli Xcx,Good Ones,https://www.youtube.com/watch?v=tuzW1MWOZWc,136.672
160531,Kygo,Love Me Now (feat. Zoe Wees),https://www.youtube.com/watch?v=rfxnmIPCzIc,208.724
160532,Swedish House Mafia,Lifetime (feat. Ty Dolla $ign & 070 Shake),https://www.youtube.com/watch?v=t0RwGmzFCdA,214.227
160540,Tiggi Hawke,Back For You,https://www.youtube.com/watch?v=5bPHlCcMqqg,210.744
160544,The Silver Spoons,Don't Trust You,https://www.youtube.com/watch?v=kQ4JlUbiUMA,226.905
160547,Andy Cermak,Dark Blue Sky,https://www.youtube.com/watch?v=JBNOclgUO-g,182.16
160548,Martin Harich,Blue,https://www.youtube.com/watch?v=101J5tSM2HY,234.15
160870,Elton John,Cold Heart (PNAU Remix),https://www.youtube.com/watch?v=qod03PVTLqk,254.258
160896,Meduza,Tell It To My Heart (feat. Hozier),https://www.youtube.com/watch?v=EduKwPu-6eY,166.115
160899,Onerepublic,Sunshine,https://www.youtube.com/watch?v=Jbch_x5132o,164.025
160900,Avril Lavigne,Bite Me,https://www.youtube.com/watch?v=ciqUEV9F0OY,194.977
160905,Lucie Vondráčková,Vzkaz v láhvi,https://www.youtube.com/watch?v=TbPPVRIGiEs,218.128
160910,Tom Walker,Something Beautiful (feat. Masked Wolf),https://www.youtube.com/watch?v=XrnA5vJ8zkU,199.621
160911,Emma Smetana,By Now,https://www.youtube.com/watch?v=djXJMzMbWJU,238.654
160913,Lil Nas X,THATS WHAT I WANT,https://www.youtube.com/watch?v=9YSgwSS5iN8,2734.265
160915,Tom Grennan,Don't Break the Heart,https://www.youtube.com/watch?v=k8CNPW-8G9w,247.269
160931,Ed Sheeran,Merry Christmas,https://www.youtube.com/watch?v=Q_yuO8UNGmY,209.258
160938,Bastille,No Bad Days,https://www.youtube.com/watch?v=1n32wowfYhs,196.44
160941,Tiësto,The Motto,https://www.youtube.com/watch?v=1_4ELAxKrDc,211.231
160943,James Arthur,SOS,https://www.youtube.com/watch?v=9fawaFE0pPg,233.708
160947,Neiked,Better Days,https://www.youtube.com/watch?v=CKxo5UtZjbM,160.171
156005,Sheppard,Let Me Down Easy,https://www.youtube.com/watch?v=rg-3a6Hy-yc,178.7
156604,2Kbaby,Like This,https://www.youtube.com/watch?v=qIOmzse3KAk,169.737
156621,Rybičky 48,Svatební hymna,https://www.youtube.com/watch?v=kdCT4HDOuHo,
156722,Fider Peter,Never Loved Me (feat. Bára Hakrová),https://www.youtube.com/watch?v=7bo6XK6fLc0,188.917
157215,David Deyl,Naděje se vrátí,https://www.youtube.com/watch?v=KXX-fGlB3no,245.133
157429,Mig 21,Těsněvedlesebe,https://www.youtube.com/watch?v=KWHDBg9aB6k,223.236
158035,Zoe Wees,Girls Like Us,https://www.youtube.com/watch?v=Qf4I5cLuveA,189.381
158240,Mimi Webb,Good Without,https://www.youtube.com/watch?v=BAVH9_jMbuM,182.392
158325,Navos,Believe Me,https://www.youtube.com/watch?v=RkCBOAkTjyU,188.36
159948,Adam Ďurica,Naše hriechy (feat. Emma Drobná),https://www.youtube.com/watch?v=aFgCHslSYhw,231.967
160642,Marek Ztracený,Vánoce jako dřív,https://www.youtube.com/watch?v=JtDqhdpHn3g,199.087
160700,Alok,In My Mind,https://www.youtube.com/watch?v=ZKr4ys2avI0,183.994
160724,Alan Walker,Don't You Hold Me Down,https://www.youtube.com/watch?v=rV_O6Q2KSN0,144.776
160804,Gayle,abcdefu,https://www.youtube.com/watch?v=NaFd8ucHLuo,177.818
160819,Nico & Vinz,Trouble,https://www.youtube.com/watch?v=ElaY3POqlmE,173.36
160821,Masked Wolf,"It’s You, Not Me (Sabotage)",https://www.youtube.com/watch?v=0DU6jbfQMSA,176.75
160830,R3Hab,Most People,https://www.youtube.com/watch?v=60EO3vCZvQw,149.118
160834,Michal Hrůza,Nahoru,https://www.youtube.com/watch?v=yyEsV-rBtoo,207.261
160982,Ewa Farna,Verze 02,https://www.youtube.com/watch?v=Hp7nPkeTIK8,268.654
160983,Joel Corry,I Wish (feat. Mabel),https://www.youtube.com/watch?v=KtAq7yxgEQI,183.367
160985,Jonas Brothers,Who's In Your Head,https://www.youtube.com/watch?v=orex_wD5ths,186.734
160991,Conan Gray,Telepath,https://www.youtube.com/watch?v=6kiYXT8frBo,195.326
160999,Sam Fischer,Hopeless Romantic,https://www.youtube.com/watch?v=wLkKL9AgWYU,181.069
161007,Hollywood Undead,Runaway,https://www.youtube.com/watch?v=mQZPSFlePyQ,196.556
161044,Karin Ann,"we're friends, right?",https://www.youtube.com/watch?v=Jz5vMvqY3PQ,154.691
161498,Farruko,Pepas,https://www.youtube.com/watch?v=kcYS_cUwr-8,287.904
161524,Ed Sheeran,Overpass Graffiti,https://www.youtube.com/playlist?list=PLxA687tYuMWj74FavXPI4IX2qwLXPS30i,
161984,Alesso,When I'm Gone,https://www.youtube.com/watch?v=N-4YMlihRf4,177.028
162015,Jonas Blue,Don’t Wake Me Up,https://www.youtube.com/watch?v=r7u7Lp13v88,189.149
162016,Elly,Are You There,https://www.youtube.com/watch?v=hnVSWA6yWd8,188.429
162021,Iann Dior,let you,https://www.youtube.com/watch?v=V1AoSu3TQvA,166.166
162022,Adele,Oh My God,https://www.youtube.com/playlist?list=PLxA687tYuMWjWmj2ezaw6PmOarb-ACPUz,
162023,Rasmus,Jezebel,https://www.youtube.com/watch?v=oTm4fgYIWGI,204.056
162026,Bodybangers,Lies,https://www.youtube.com/watch?v=_8y8HckILas,160.542
162032,Annabelle,RUNNIN’ OUT OF F* TIME,https://www.youtube.com/watch?v=5WPN67_uSz0,183.112
162035,Tom Gregory,Footprints,https://www.youtube.com/watch?v=fVQV-i45ZbY,200.736
162043,We Are Domi,Lights Off,https://www.youtube.com/watch?v=mMesI3_LprY,187.617
162044,Post Malone,One Right Now,https://www.youtube.com/watch?v=OCogbzIvYg0,193.886
162045,Charlie Puth,Light Switch,https://www.youtube.com/watch?v=WFsAon_TWPQ,204.683
162556,Miro Žbirka,Nejsi sám,https://www.youtube.com/watch?v=AOiLfdZvSFY,211.58
162559,"Gabry Ponte, Lum!X",Thunder,https://www.youtube.com/watch?v=yCTxqM-aLtE,162.887
162578,Jelen,Někde kolem,https://www.youtube.com/watch?v=0jWRLOdY18A,244.645
162616,Machine Gun Kelly,emo girl,https://www.youtube.com/watch?v=yh_ydvIJAxg,171.363
162619,Robin Schulz,Young Right Now,https://www.youtube.com/watch?v=5jxjUpZr61k,187.059
162622,Tove Lo,How Long,https://www.youtube.com/watch?v=5FNCukepaS8,200.156
162623,Tina,Jedno ráno,https://www.youtube.com/watch?v=lBIBaQr5zrM,256.208
162625,Rybičky 48,Dvě deci vína,https://www.youtube.com/watch?v=7LZO8dw4I1w,242.416
162628,Justin Jesso,Clarity,https://www.youtube.com/watch?v=_XM_NsyX-fU,209.606
162632,Wombats,Everything I Love Is Going to Die,https://www.youtube.com/watch?v=XW09c_Lvpdg,200.016
162634,Walk The Moon,Win Anyway,https://www.youtube.com/watch?v=gPKG0c7qFnw,178.097
162635,Astrid S,Pretty,https://www.youtube.com/watch?v=niaMHbhsV5E,175.96
162638,24Kgoldn,More Than Friends,https://www.youtube.com/watch?v=YDCmn_F7vbY,175.891
162641,Martin Jensen,Running (feat. Theresa Rex),https://www.youtube.com/watch?v=QcFlacJGMxU,184.459
162642,Nykki,Me Over You,https://www.youtube.com/watch?v=Z9Ih7G0GGdE,207.748
163066,Jax Jones,Where Did You Go?,https://www.youtube.com/watch?v=1NFv_tZOonw,190.868
163070,Chinaski,Dvě srdce vejpůl,https://www.youtube.com/watch?v=BclTGiwRcHw,239.537
163084,George Ezra,Anyone For You,https://www.youtube.com/watch?v=RkfvelOJvhI,235.543
163085,Alan Walker,Man On The Moon,https://www.youtube.com/playlist?list=OLAK5uy_kEC-st5csKSgJ0E8lw-_UOPIeo2BLIE1c,
163092,Jaymes Young,Infinity,https://www.youtube.com/watch?v=PWqEPKduGm8,237.772
163099,Tate Mcrae,She's all i wanna be,https://www.youtube.com/watch?v=uS_y_65CcpA,222.656
163102,Onerepublic,West Coast,https://www.youtube.com/watch?v=QBPE2fZsVYU,201.874
163114,Red Hot Chili Peppers,Black Summer,https://www.youtube.com/watch?v=OS8taasZl8k,233.592
163118,Imagine Dragons,Bones,https://www.youtube.com/watch?v=DYed5whEf4g,165.465
163120,Angele,Bruxelles je t’aime,https://www.youtube.com/watch?v=a79iLjV-HKw,241.998
163124,Bastille,Shut Off The Lights,https://www.youtube.com/watch?v=RgrndTeoJFA,209.861
163126,The Weeknd,Sacrifice,https://www.youtube.com/playlist?list=OLAK5uy_nVfLMLytRENGpLHccKVOSj4hMlGoDM794,
163127,Sam Feldt,Follow Me,https://www.youtube.com/watch?v=G8XGYpdkYoA,182.021
163131,Gayle,ur just horny,https://www.youtube.com/watch?v=dI9ud8HnpFc,180.651
163132,Sandro Cavazza,The Days,https://www.youtube.com/watch?v=AeV5R9Xkd4k,211.719
163136,Seeb,Sweet Dreams & Dynamite,https://www.youtube.com/watch?v=sbMcxcTgY98,158.545
163140,Goodboys,Black & Blue,https://www.youtube.com/watch?v=2m4JuCFrd-A,161.634
163142,Harry Styles,As it Was,https://www.youtube.com/watch?v=H5v3kku4y6Q,165.651
163145,Matej Smutný,Words U Say,https://www.youtube.com/watch?v=mWJ3WkYy344,161.61
163147,Alle Farben,Alright (feat. KIDDO),https://www.youtube.com/watch?v=k0-MlUZh1Jc,176.378
163597,Fate Magazine,Easy Again,https://www.youtube.com/watch?v=18aRpa_stio&list=RD18aRpa_stio&start_radio=1,170.713
163608,Ava Max,Maybe You’re The Problem,https://www.youtube.com/watch?v=ijS_orLb6VU,196.556
163613,Kygo,Dancing Feet (feat. DNCE),https://www.youtube.com/watch?v=RlaBTqv8tQs,226.789
163614,David Guetta,Crazy What Love Can Do,https://www.youtube.com/watch?v=EHby74kKc4s,169.064
163618,Shawn Mendes,When You're Gone,https://www.youtube.com/watch?v=tp4fUH2E8uc,182.09
163619,James Arthur,Lose My Mind (feat. Josh Franceschi),https://www.youtube.com/watch?v=EqtlTULBjK4,198.971
163620,Set It Off,Skeleton,https://www.youtube.com/watch?v=WSkEijsD9Hc,253.701
163621,Mimi Webb,House On Fire,https://www.youtube.com/watch?v=i-M9_cKCGuM,158.545
163627,Wolfhooker John,1999,https://www.youtube.com/watch?v=itYdQo5x8O4,183.693
